from,to,relation
ORG029,ORG028,relevant
DOC006,ORG001,isPublished
DOC048,CLS002,relevant
ORG001,ORG008,isPublished
ORG017,ORG030,isPublished
CONC011,OBJ016,relevant
OBJ017,OBJ016,relevant
OBJ016,LOC012,relevant
OBJ020,OBJ016,relevant
CONC012,OBJ016,relevant
OBJ016,LOC012,relevant
DOC049,OBJ016,relevant
CLS012,ACT028,relevant
DOC051,ORG001,isPublished
DOC053,DOC052,isCited
ORG031,ORG001,isPublished
CONC013,OBJ016,relevant
ORG011,ORG001,isPublished
DOC055,ORG001,isPublished
ORG033,ORG032,relevant
ORG011,ORG010,contain
DOC056,ORG001,isPublished
ORG001,ORG005,contain
DOC057,ORG001,isPublished
DOC053,DOC052,isCited
DOC058,ORG001,isPublished
DOC060,DOC059,isCited
CONC014,ORG001,relevant
CLS013,DOC061,relevant
EXP_DEF002,OBJ021,relevant
CLS015,OBJ021,relevant
LOC054,ORG034,contain
OBJ027,OBJ026,relevant
ORG008,ORG001,isPublished
ACT037,DOC062,relevant
ORG008,ORG001,isPublished
ORG008,ORG001,relevant
DOC064,ORG001,isPublished
ORG001,ORG005,contain
ACT038,ORG001,relevant
DOC065,LOC055,relevant
ORG001,ORG008,relevant
ORG009,ORG008,relevant
ORG009,ORG008,relevant
ORG009,ORG008,relevant
ORG009,ORG008,relevant
LOC056,ORG001,contain
LOC057,ORG001,contain
LOC058,ORG001,contain
LOC059,ORG001,contain
CLS007,ORG001,isPublished
OBJ029,ORG036,isPublished
EXP_DEF003,DOC066,relevant
ACT041,ORG001,relevant
DOC006,ORG001,isPublished
DOC067,ORG001,isPublished
ORG037,ORG005,relevant
EXP_DEF003,DOC068,relevant
ORG008,ORG001,isPublished
EXP_DEF004,DOC062,relevant
DOC069,ORG001,isPublished
CONC017,LOC060,contain
ORG012,ORG001,isPublished
EXP_DEF005,ACT042,relevant
DOC071,DOC070,isCited
ORG001,PER001,employ
ORG039,ORG001,isPublished
DOC073,DOC072,isCited
ORG041,ORG040,contain
ORG017,ORG042,isPublished
ORG018,ORG043,isPublished
ORG018,ORG043,isPublished
LOC061,LOC008,contain
CLS020,PER002,relevant
ORG017,ORG030,isPublished
ORG045,ORG008,relevant
DOC052,ORG001,isPublished
DOC053,ORG001,isPublished
LOC073,LOC050,contain
LOC074,LOC013,contain
LOC075,LOC021,contain
LOC076,LOC023,contain
LOC078,LOC023,contain
DOC078,ORG001,isPublished
DOC079,ORG001,isPublished
DOC053,DOC052,isCited
CONC018,OBJ033,contain
DOC006,ORG001,isPublished
DOC079,DOC078,publish
CONC018,OBJ033,relevant
DOC080,ORG001,isPublished
DOC080,OBJ034,relevant
ORG001,CLS025,publish
EXP_DEF006,ORG001,relevant
DOC081,ORG001,isPublished
DOC082,ORG046,relevant
DOC083,ORG046,relevant
DOC084,ORG046,isPublished
ORG027,ORG001,contain
EXP_DEF003,CLS010,classifyTo
CLS026,DOC078,relevant
CLS010,CLS027,publish
ORG010,ORG001,isPublished
CONC019,LOC080,contain
ORG047,LOC081,contain
DOC039,ORG001,isPublished
DOC006,ORG001,isPublished
EXP_DEF008,DOC085,relevant
DOC086,ORG046,isPublished
DOC086,ORG046,isPublished
DOC086,ORG046,isPublished
DOC086,ORG046,isPublished
DOC086,ORG048,isPublished
DOC006,ORG001,isPublished
ORG012,ORG001,isPublished
CLS027,ORG001,isPublished
CLS027,OBJ037,isPublished
DOC087,ORG001,isPublished
DOC053,DOC052,isCited
OBJ033,ORG001,relevant
ORG049,ORG011,contain
DOC089,DOC088,relevant
ACT017,DOC089,relevant
DOC090,ACT045,isPublished
ACT017,DOC091,publish
CLS030,ORG001,isPublished
CLS007,ORG036,isPublished
DOC006,ORG001,isPublished
EXP_DEF003,DOC092,relevant
ACT046,ORG001,relevant
ORG012,ORG008,isPublished
ORG017,ORG030,isPublished
OBJ018,DOC093,relevant
DOC094,OBJ039,relevant
OBJ039,DOC095,relevant
OBJ042,OBJ041,relevant
OBJ018,DOC096,relevant
OBJ044,DOC097,relevant
ORG012,ORG001,isPublished
DOC098,ORG017,isPublished
DOC098,DOC099,relevant
CLS032,DOC100,relevant
DOC101,ORG001,isPublished
ACT047,ORG001,isPublished
ACT048,DOC101,relevant
DOC102,ORG001,isPublished
EXP_DEF010,CLS033,relevant
EXP_DEF011,CLS034,relevant
EXP_DEF012,CLS035,relevant
EXP_DEF013,CLS036,relevant
EXP_DEF014,CLS037,relevant
EXP_DEF015,OBJ045,relevant
EXP_DEF016,CLS038,relevant
EXP_DEF017,CLS039,relevant
EXP_DEF018,CLS040,relevant
ORG010,ORG001,isPublished
CONC019,LOC082,classifyTo
ACT044,LOC082,classifyTo
LOC084,LOC083,contain
ORG025,ORG033,contain
CONC020,ORG001,isPublished
ACT049,DOC085,relevant
ACT050,DOC103,relevant
ORG005,ORG001,relevant
ACT051,ORG001,isPublished
ACT052,DOC104,relevant
DOC107,ORG001,isPublished
DOC109,DOC108,isCited
DOC110,ORG054,isPublished
DOC112,ORG001,isPublished
DOC006,ORG001,isPublished
CONC023,ORG017,relevant
DOC114,DOC113,isCited
DOC006,ORG001,isPublished
OBJ048,DOC116,relevant
OBJ049,DOC117,relevant
OBJ050,LOC085,contain
ACT060,OBJ051,relevant
ACT062,ORG001,isPublished
CLS041,ORG057,relevant
DOC118,ORG017,isPublished
DOC118,DOC119,relevant
CLS042,ORG057,relevant
DOC122,ORG059,isPublished
CONC024,ORG060,relevant
DOC123,LOC012,relevant
CLS045,ORG019,relevant
ORG062,DOC123,publish
DOC004,ORG001,isPublished
DOC006,ORG001,isPublished
OBJ093,ORG001,classifyTo
CLS025,ORG001,isPublished
STATE012,ORG001,relevant
DOC122,ORG059,isPublished
ORG060,DOC123,relevant
DOC123,LOC012,relevant
CONC025,OBJ053,relevant
CLS045,ORG019,isPublished
CONC026,LOC012,relevant
CONC027,ORG019,isPublished
ORG062,DOC123,publish
DOC006,ORG001,isPublished
DOC125,ORG017,relevant
DOC126,LOC009,isCited
DOC006,ORG046,isPublished
DOC006,ORG001,isPublished
ORG001,ORG012,isPublished
ORG025,ORG063,contain
ORG009,ORG012,relevant
ORG025,ORG064,relevant
ORG025,ORG064,relevant
DOC122,ORG059,isPublished
DOC123,ORG060,relevant
DOC123,LOC012,relevant
DOC128,ORG001,isPublished
DOC177,LOC251,publish
CONC028,ORG001,isPublished
LOC088,LOC013,contain
LOC089,LOC023,contain
LOC090,LOC069,contain
LOC091,LOC038,contain
LOC093,LOC092,contain
LOC094,LOC040,contain
LOC096,LOC095,contain
DOC129,ORG001,isPublished
DOC131,DOC130,isCited
DOC002,ORG001,isPublished
CLS048,ORG001,isPublished
DOC133,ORG001,isPublished
EXP_DEF019,ORG001,relevant
CLS049,CLS048,relevant
ORG001,DOC134,publish
DOC135,ORG001,isPublished
DOC136,ORG001,isPublished
ACT066,ORG001,relevant
DOC006,ORG001,isPublished
DOC146,ORG046,isPublished
DOC006,ORG001,isPublished
DOC137,ORG001,isPublished
DOC053,DOC052,isCited
OBJ033,ORG001,relevant
DOC138,ORG059,isPublished
ORG065,ORG001,contain
DOC139,ORG066,isPublished
ORG067,ORG001,relevant
EXP_DEF020,DOC140,relevant
EXP_DEF021,DOC141,relevant
LOC100,ORG068,contain
LOC101,ORG069,contain
LOC102,ORG070,contain
DOC142,ORG046,isPublished
ORG071,ORG001,isPublished
OBJ056,CONC029,relevant
CONC030,CLS050,relevant
CONC031,OBJ057,relevant
EXP_DEF022,CONC034,relevant
CLS050,ACT070,relevant
CLS052,ACT071,relevant
OBJ058,ACT072,relevant
LOC103,ORG001,isPublished
DOC143,ORG001,isCited
EXP_DEF023,CLS053,relevant
DOC006,ORG001,isPublished
DOC006,ORG001,isPublished
DOC053,DOC052,isCited
DOC145,DOC144,isCited
DOC006,ORG001,isPublished
CLS054,ACT074,relevant
CLS056,EXP_DEF024,relevant
STATE003,CLS054,classifyTo
STATE004,OBJ061,classifyTo
STATE005,OBJ033,classifyTo
STATE006,OBJ062,classifyTo
STATE007,OBJ063,classifyTo
CONC035,ORG001,relevant
CONC036,ORG072,relevant
DOC146,ORG001,isPublished
DOC148,DOC147,publish
CONC038,CONC037,relevant
DOC150,DOC149,publish
DOC151,ORG001,isPublished
DOC040,ORG001,isPublished
OBJ100,ORG001,isPublished
ORG067,ORG001,relevant
LOC100,ORG068,contain
LOC101,ORG069,contain
LOC102,ORG070,contain
DOC152,ORG001,isPublished
DOC053,DOC052,isCited
DOC153,ORG001,isPublished
DOC053,DOC052,isCited
DOC145,DOC144,publish
LOC137,ORG001,isPublished
OBJ064,ORG073,relevant
ORG073,ORG074,contain
LOC140,ORG075,contain
ORG077,ORG073,relevant
CONC039,ORG075,relevant
ORG071,ORG001,isPublished
OBJ056,CONC029,relevant
CONC040,CLS050,relevant
CONC041,OBJ057,relevant
CLS050,ACT070,relevant
OBJ058,ACT072,relevant
DOC157,ORG001,isPublished
LOC141,ORG017,isPublished
DOC158,ORG001,isPublished
ORG001,ORG502,contain
ORG079,ORG001,relevant
ORG080,ORG001,relevant
LOC142,ORG001,relevant
LOC143,ORG001,relevant
ORG072,ORG001,contain
ORG018,ORG001,relevant
CLS061,ORG019,isPublished
CONC042,CLS062,publish
ORG071,ORG001,isPublished
ORG081,ORG001,contain
CLS063,OBJ066,relevant
DOC006,ORG001,isPublished
DOC053,DOC052,isCited
DOC006,ORG001,isPublished
DOC039,ORG046,isPublished
DOC006,ORG021,isPublished
DOC160,ORG021,isPublished
DOC039,ORG046,isPublished
DOC039,ORG046,isPublished
ACT080,ORG085,relevant
DOC039,ORG001,isPublished
EXP_DEF029,ORG017,isPublished
DOC039,ORG001,isPublished
CONC044,ORG001,relevant
DOC164,ORG001,isPublished
DOC165,ORG072,isPublished
CONC047,CONC046,relevant
ACT081,ORG088,relevant
DOC169,ORG089,relevant
DOC171,DOC170,relevant
DOC039,ORG059,isPublished
DOC039,ORG059,isPublished
CONC382,ORG174,relevant
ACT082,ORG059,isPublished
DOC172,ORG090,isPublished
ACT082,ORG091,isPublished
ACT083,DOC173,relevant
ACT084,DOC173,relevant
OBJ067,DOC173,relevant
ORG095,ORG001,relevant
LOC146,ORG095,contain
LOC147,ORG001,contain
DOC006,ORG001,isPublished
OBJ100,ORG001,classifyTo
LOC243,ORG245,contain
LOC148,ORG001,isPublished
DOC174,ORG001,isPublished
LOC137,LOC149,contain
LOC137,LOC150,contain
LOC137,LOC151,contain
DOC175,DOC059,isCited
DOC177,DOC176,isCited
OBJ033,OBJ068,relevant
DOC179,DOC178,publish
CONC049,ORG001,isPublished
CONC050,ORG001,isPublished
CLS067,ORG001,relevant
ACT088,ORG001,relevant
CONC050,ORG001,isPublished
ACT089,ORG001,isPublished
ACT090,ORG001,relevant
ORG081,ORG001,contain
DOC002,ORG001,isPublished
CLS002,ORG001,isPublished
CLS002,ORG081,isPublished
CLS002,OBJ071,relevant
ORG001,ORG100,isPublished
ORG101,ORG001,relevant
ORG103,ORG102,contain
ORG105,ORG104,relevant
ORG107,ORG106,employ
LOC152,ORG105,relevant
ORG001,LOC152,relevant
ORG101,ORG001,relevant
ACT002,ORG001,relevant
DOC006,ORG001,isPublished
STATE012,ORG001,relevant
ORG095,ORG001,relevant
DOC180,ORG095,isPublished
LOC146,ORG095,contain
LOC147,ORG001,contain
DOC143,ORG001,isCited
OBJ014,ORG001,isPublished
DOC181,ORG001,isPublished
CLS068,ORG001,isPublished
ACT091,DOC181,relevant
DOC039,ORG001,isPublished
DOC182,ORG046,isPublished
OBJ040,LOC153,contain
CONC030,LOC153,relevant
ORG111,ORG110,contain
STATE008,DOC183,relevant
OBJ072,DOC184,relevant
DOC186,ORG001,isPublished
DOC187,ORG001,isPublished
DOC188,ORG017,isPublished
ORG115,ORG001,contain
CONC049,ORG001,relevant
OBJ073,ORG001,contain
CLS067,ORG001,relevant
ACT089,ORG001,relevant
ORG116,ORG001,contain
CONC050,ORG001,relevant
DOC053,ORG001,isPublished
CONC018,ORG096,relevant
CONC018,ORG099,relevant
CONC018,ORG096,isPublished
DOC190,ORG001,isPublished
DOC191,ORG119,isCited
DOC192,ORG119,isCited
DOC193,ORG001,isPublished
ORG001,ORG105,contain
CONC052,ORG105,relevant
PER005,ORG101,employ
ORG103,ORG102,contain
ORG120,ORG104,contain
ORG102,ORG105,relevant
LOC152,ORG105,contain
ORG001,ORG102,contain
ACT095,ORG105,relevant
ORG106,ORG001,isPublished
LOC055,ORG123,relevant
ORG125,ORG124,contain
CONC053,ORG126,relevant
DOC006,ORG001,isPublished
DOC039,ORG018,isPublished
DOC194,ORG046,isPublished
DOC195,ORG046,isPublished
DOC196,ORG127,isPublished
DOC006,ORG001,isPublished
STATE012,ORG046,relevant
ORG046,ORG046,contain
LOC154,ORG046,contain
CONC054,LOC154,relevant
LOC155,LOC154,classifyTo
LOC154,LOC154,classifyTo
ACT096,LOC156,contain
LOC008,LOC154,relevant
LOC155,LOC154,relevant
OBJ046,DOC197,relevant
LOC008,OBJ046,relevant
CONC056,OBJ046,relevant
LOC008,OBJ046,relevant
STATE010,ACT100,relevant
ORG046,DOC197,publish
CLS007,ORG046,isPublished
OBJ077,ORG129,isPublished
CLS007,OBJ078,isPublished
DOC006,ORG046,isPublished
DOC052,ORG046,isPublished
LOC014,LOC013,contain
LOC018,LOC017,contain
LOC135,LOC021,contain
LOC024,LOC023,contain
LOC136,LOC025,contain
LOC158,LOC027,contain
LOC159,LOC032,contain
LOC160,LOC063,contain
DOC052,ORG046,isPublished
LOC161,LOC019,contain
LOC022,LOC021,contain
LOC162,LOC023,contain
LOC163,LOC066,contain
LOC164,LOC036,contain
CONC057,ORG130,isPublished
LOC165,CONC057,contain
CLS071,CONC057,relevant
ACT102,CONC057,relevant
DOC198,CONC057,relevant
DOC199,CONC057,relevant
ACT103,CONC057,relevant
OBJ079,CONC057,relevant
EXP_DEF026,CONC057,relevant
STATE011,CONC057,relevant
ACT104,CONC057,relevant
ACT105,CONC057,relevant
ORG131,CONC057,relevant
CLS073,CONC057,relevant
CLS074,CONC057,relevant
ORG132,CONC057,relevant
EXP_DEF027,ORG046,isPublished
STATE012,ORG046,relevant
EXP_DEF028,ORG046,relevant
EXP_DEF028,ORG046,relevant
LOC176,LOC032,contain
ACT106,ORG046,isPublished
CONC058,LOC177,contain
ACT107,DOC200,isCited
ACT109,ACT108,relevant
LOC178,ORG046,contain
ACT112,DOC201,relevant
ACT113,OBJ081,relevant
ORG133,CONC060,relevant
DOC203,ORG017,isPublished
CONC060,ORG133,relevant
ACT114,CONC060,relevant
ACT115,CONC060,relevant
ACT116,CONC060,relevant
CONC061,LOC179,relevant
LOC180,LOC179,contain
CONC061,LOC179,relevant
LOC181,LOC179,contain
ORG136,ORG048,relevant
ORG137,PER006,employ
ORG138,PER007,employ
ORG137,PER008,employ
ORG137,PER009,employ
ORG139,PER010,employ
ORG140,PER011,employ
ORG140,PER012,employ
ORG141,PER013,employ
ORG141,PER014,employ
ORG142,PER015,employ
ORG143,PER016,employ
ORG144,PER017,employ
CLS081,ORG145,publish
CLS082,PER018,publish
ORG046,ORG146,relevant
ORG145,LOC048,contain
LOC050,ORG147,contain
LOC052,ORG148,contain
LOC015,ORG149,contain
LOC097,ORG150,contain
LOC019,ORG151,contain
PER018,ORG152,employ
PER019,ORG147,employ
PER020,ORG153,employ
PER021,ORG154,employ
PER022,ORG155,employ
PER023,ORG156,employ
DOC177,DOC024,isPublished
ORG157,ORG046,relevant
ORG159,ORG158,relevant
ORG160,ORG016,relevant
ORG004,ORG016,relevant
CONC062,ORG016,employ
CLS083,ORG046,relevant
CLS083,ORG158,relevant
OBJ083,ORG016,relevant
DOC258,ORG046,isCited
ORG114,ORG046,contain
DOC205,ORG046,isPublished
DOC013,ORG046,isPublished
LOC206,ORG046,contain
DOC206,ORG046,isPublished
DOC207,ORG046,isPublished
OBJ014,ORG046,isPublished
DOC207,ORG161,isPublished
DOC209,ORG046,relevant
DOC210,ORG046,isPublished
DOC211,ORG046,relevant
DOC052,ORG046,isPublished
LOC182,LOC013,contain
ORG109,ORG046,contain
DOC212,ORG162,isPublished
DOC213,ORG018,isPublished
ORG163,PER024,relevant
ORG164,OBJ040,contain
ACT120,ORG167,relevant
PER027,PER026,relevant
ORG169,ORG163,relevant
ORG168,ORG170,relevant
DOC217,LOC187,relevant
DOC217,LOC188,relevant
CONC066,DOC217,relevant
DOC120,DOC047,relevant
CONC067,LOC008,relevant
OBJ086,DOC217,relevant
ACT123,ORG172,relevant
ACT125,ACT124,relevant
CONC068,ORG173,relevant
ORG175,ORG173,contain
DOC220,DOC219,isPublished
DOC221,ORG046,isPublished
ACT129,CLS049,relevant
ACT130,CLS085,relevant
ACT131,OBJ089,relevant
ACT132,OBJ090,relevant
ACT133,OBJ091,relevant
CONC070,CONC069,relevant
ACT134,CONC071,relevant
DOC222,ORG046,isPublished
DOC223,ORG046,isCited
OBJ094,ORG046,relevant
OBJ095,ORG158,relevant
OBJ097,OBJ096,contain
DOC224,ORG046,isPublished
ORG179,CONC073,relevant
ACT135,CONC075,relevant
ACT136,ORG180,isPublished
ACT140,CONC073,relevant
ACT141,CONC073,relevant
CONC076,ORG046,isPublished
CONC077,DOC225,isCited
ORG182,ORG048,relevant
PER028,ORG123,employ
PER029,ORG123,employ
PER030,ORG123,employ
PER031,ORG123,employ
PER032,ORG123,employ
PER033,ORG123,employ
PER034,ORG123,employ
PER035,ORG123,employ
PER036,ORG123,employ
PER037,ORG123,employ
PER038,ORG123,employ
PER039,ORG123,employ
PER040,ORG123,employ
PER041,ORG123,employ
PER042,ORG123,employ
ORG183,ORG124,contain
PER036,ORG124,employ
CONC037,ORG163,relevant
DOC226,ORG046,isPublished
DOC226,ORG046,isPublished
DOC227,ORG184,relevant
ORG026,ORG046,isPublished
ORG046,ORG026,contain
ACT143,ORG046,isPublished
CLS088,LOC012,relevant
STATE014,CLS088,classifyTo
DOC228,ORG046,isPublished
CONC079,ORG046,relevant
CONC080,ORG046,relevant
CONC081,ORG046,relevant
ACT147,ORG046,relevant
DOC229,ORG046,isPublished
CONC082,ORG046,relevant
CONC083,ORG046,relevant
CONC084,ORG046,relevant
ACT157,ORG046,relevant
CLS089,LOC190,contain
OBJ104,LOC193,relevant
LOC195,LOC194,relevant
STATE015,LOC196,relevant
DOC232,ORG046,isPublished
ORG046,ORG186,contain
ORG187,ORG046,relevant
ORG188,ORG186,relevant
CONC087,ACT160,relevant
ORG189,ORG186,relevant
DOC234,ORG190,relevant
DOC235,ORG046,isPublished
ORG191,LOC197,contain
DOC258,ORG046,relevant
ORG109,ORG046,contain
DOC236,ORG046,isCited
DOC237,ORG019,isPublished
DOC238,ORG046,isPublished
DOC239,ORG046,isPublished
DOC240,ORG046,isPublished
DOC241,ORG046,isPublished
ORG010,ORG046,isPublished
LOC300,LOC083,contain
DOC039,ORG046,isPublished
ACT107,OBJ081,relevant
ACT708,OBJ081,relevant
DOC202,CONC059,relevant
DOC242,ORG046,isPublished
DOC243,ORG046,isPublished
ORG192,ORG109,contain
ORG046,ORG193,relevant
CONC089,ORG194,isPublished
ORG195,ORG046,contain
CONC090,ORG196,relevant
CONC092,ORG046,isPublished
ORG197,ORG046,relevant
OBJ106,ORG046,isPublished
CLS090,LOC198,contain
ORG199,ORG198,contain
CLS090,ORG200,contain
CLS090,ORG201,contain
CLS090,ORG202,contain
EXP_DEF029,DOC244,relevant
ORG046,ORG333,contain
OBJ065,ORG037,relevant
DOC245,ORG046,isPublished
CONC094,CONC093,relevant
ORG054,CONC093,classifyTo
DOC245,DOC246,publish
CONC095,ORG203,relevant
ACT163,CONC093,relevant
DOC247,DOC246,publish
DOC248,ORG046,isPublished
ORG192,ORG109,relevant
OBJ108,ORG046,isPublished
CONC097,OBJ109,relevant
OBJ109,ORG099,relevant
DOC249,ORG099,isPublished
CONC098,LOC199,contain
ACT166,LOC199,relevant
DOC251,ORG019,isPublished
CONC099,LOC012,relevant
DOC253,DOC252,isCited
DOC254,OBJ116,relevant
DOC254,OBJ116,relevant
OBJ116,DOC254,relevant
ACT428,CLS098,relevant
LOC200,ORG046,contain
DOC256,DOC255,relevant
ORG017,DOC258,publish
ACT167,LOC200,relevant
ORG109,ORG046,contain
DOC259,ORG017,isPublished
ORG207,LOC201,contain
DOC215,ORG174,isCited
ORG046,ORG010,isPublished
CONC100,LOC202,contain
ORG017,ORG030,contain
CONC101,LOC202,relevant
ACT174,CONC103,relevant
OBJ120,LOC203,contain
DOC260,ORG046,isPublished
CLS093,LOC204,contain
DOC260,ORG209,isPublished
CONC104,ORG174,relevant
ACT176,ORG163,relevant
CLS093,ORG099,relevant
DOC260,CLS093,relevant
ORG210,ORG046,isPublished
ORG196,ORG211,relevant
CONC105,ORG211,relevant
ORG211,ORG196,relevant
OBJ121,ORG211,relevant
ORG058,ORG211,relevant
ORG211,ORG196,relevant
ORG212,ORG046,relevant
ORG196,ORG211,relevant
ACT177,ORG046,relevant
ACT178,LOC205,relevant
ACT179,LOC206,classifyTo
ACT180,CLS094,relevant
CLS095,ACT181,relevant
ACT183,ACT182,relevant
CLS096,ACT184,relevant
CLS097,OBJ122,relevant
OBJ016,OBJ123,relevant
OBJ124,CONC106,relevant
ACT185,LOC207,relevant
ACT187,ACT186,relevant
ACT188,OBJ125,relevant
ACT189,OBJ126,relevant
CONC106,ACT190,relevant
DOC040,ORG046,isPublished
ACT191,ORG048,isPublished
LOC208,ORG109,contain
ACT192,ORG213,isPublished
STATE016,OBJ127,relevant
STATE017,ORG196,relevant
DOC261,ORG046,isPublished
DOC262,ORG046,isPublished
DOC263,ORG046,isCited
CONC108,ORG046,relevant
CONC081,ORG046,relevant
OBJ128,DOC264,relevant
LOC209,LOC008,contain
DOC265,OBJ129,relevant
DOC266,ORG046,isPublished
DOC267,OBJ128,relevant
DOC268,ORG046,isPublished
CONC109,CLS098,relevant
CONC081,ACT199,relevant
CONC068,CLS098,relevant
ACT200,ORG214,employ
ACT201,CLS098,classifyTo
ORG215,ACT202,relevant
ORG217,ORG046,contain
ORG221,ORG046,isPublished
ORG221,ORG046,contain
DOC147,ORG046,isPublished
OBJ131,DOC147,relevant
CONC068,OBJ131,relevant
ACT203,DOC147,relevant
ORG216,ORG196,contain
ORG216,ORG217,workFor
ORG183,ORG123,contain
DOC271,ORG046,isPublished
ORG046,PER043,employ
DOC272,CLS099,relevant
ACT207,CLS099,relevant
CLS100,ORG218,relevant
OBJ133,CLS099,publish
CLS102,ORG048,isPublished
LOC210,CLS103,contain
LOC211,CLS103,contain
ACT208,CLS103,relevant
STATE019,CLS103,relevant
ORG560,ORG046,contain
DOC273,ORG046,isPublished
ORG193,ORG109,contain
DOC273,ORG046,isPublished
DOC120,ORG046,isPublished
OBJ128,DOC274,relevant
CONC115,DOC274,relevant
DOC274,ORG174,relevant
ACT209,DOC274,relevant
CONC021,DOC274,relevant
DOC275,DOC274,relevant
DOC015,ORG011,isCited
DOC276,ORG046,isPublished
LOC212,ACT005,contain
DOC277,ORG220,isPublished
OBJ135,CONC118,relevant
DOC279,DOC278,relevant
DOC281,DOC280,isCited
ORG221,CONC118,relevant
DOC006,ORG046,isPublished
LOC213,ORG222,contain
ORG223,ORG222,contain
ORG225,ORG222,relevant
EXP_DEF030,ORG222,relevant
DOC283,ORG222,isCited
ORG223,ORG222,contain
ORG225,ORG222,relevant
PER091,OBJ228,employ
CLS114,ORG046,relevant
ORG158,ORG075,relevant
OBJ143,ORG075,relevant
CLS114,ORG177,relevant
ORG046,ORG158,relevant
ORG046,ORG158,relevant
CLS115,ORG046,relevant
DOC284,ORG046,isPublished
CLS053,ORG046,isPublished
ORG017,ORG046,contain
CLS106,ORG046,isPublished
DOC285,ORG046,isPublished
EXP_DEF031,ORG046,relevant
EXP_DEF031,ORG046,relevant
ORG158,ORG046,contain
EXP_DEF032,ORG158,relevant
ORG158,ORG046,relevant
EXP_DEF031,ORG046,relevant
EXP_DEF032,ORG158,relevant
DOC286,ORG046,isPublished
ORG613,ORG099,contain
ACT177,ORG046,relevant
EXP_DEF033,CLS108,relevant
EXP_DEF034,ACT159,relevant
EXP_DEF035,ACT181,relevant
EXP_DEF036,ACT212,relevant
EXP_DEF037,ACT159,relevant
EXP_DEF038,ACT181,relevant
EXP_DEF039,ACT212,relevant
EXP_DEF040,CLS109,relevant
CONC121,CLS110,relevant
STATE020,CLS111,relevant
DOC287,ORG046,isPublished
DOC052,ORG046,isPublished
DOC179,DOC288,isPublished
DOC194,DOC085,isCited
DOC196,CONC020,relevant
DOC194,ORG046,isPublished
OBJ040,CONC020,contain
OBJ040,CONC020,relevant
DOC295,ORG046,isPublished
ORG192,ORG109,contain
DOC296,ORG083,isPublished
DOC196,CONC020,relevant
DOC297,ORG046,isPublished
DOC298,ORG046,isPublished
CLS114,ORG046,relevant
CLS114,ORG075,relevant
CONC123,ORG177,relevant
CLS114,ORG158,relevant
DOC299,ORG046,isPublished
OBJ096,LOC225,contain
OBJ096,LOC226,contain
OBJ096,LOC227,contain
OBJ096,LOC228,contain
OBJ096,LOC229,contain
OBJ096,LOC230,contain
OBJ096,LOC231,contain
OBJ096,LOC232,contain
OBJ096,LOC233,contain
OBJ096,LOC234,relevant
OBJ099,ORG046,relevant
DOC300,ORG227,isPublished
ACT216,OBJ146,relevant
DOC301,ORG046,isPublished
ACT217,LOC201,relevant
CLS116,ORG046,workFor
EXP_DEF041,PER044,employ
EXP_DEF041,PER045,employ
EXP_DEF043,PER046,employ
DOC302,ORG046,isCited
OBJ148,CLS054,relevant
CLS054,CLS107,relevant
ORG228,ORG046,contain
LOC206,ORG046,contain
LOC235,ORG176,contain
DOC303,ORG046,isPublished
LOC236,ORG083,contain
CLS054,ORG229,relevant
ORG017,ORG046,contain
DOC304,ORG083,isCited
ACT100,ORG046,isPublished
DOC241,ORG046,isPublished
ORG230,ORG109,contain
DOC305,ORG017,isPublished
DOC241,ORG019,isPublished
ORG017,ORG046,contain
CONC205,ORG046,relevant
ACT113,ORG046,relevant
DOC306,ORG046,isPublished
DOC307,ORG046,isPublished
DOC306,DOC308,relevant
DOC327,ORG046,isPublished
DOC311,ORG046,isPublished
DOC312,ORG234,isPublished
DOC313,ORG236,isPublished
ORG237,ORG046,relevant
CLS118,LOC237,contain
ORG237,ORG046,relevant
ORG237,ORG046,relevant
LOC238,ORG237,contain
LOC147,ORG046,contain
OBJ357,ORG048,isPublished
ORG081,ORG046,contain
CLS002,ORG046,isPublished
DOC048,ORG046,isPublished
DOC314,DOC252,isCited
ORG238,OBJ116,relevant
DOC316,DOC315,isCited
DOC317,ORG046,isPublished
ACT224,DOC320,relevant
ORG174,ORG019,contain
DOC321,ORG046,isPublished
ORG239,ORG046,isPublished
DOC322,ORG018,isPublished
ACT225,ORG011,contain
CONC126,ORG019,isPublished
ORG240,ORG093,workFor
ACT226,ORG240,employ
OBJ155,ORG093,relevant
OBJ156,ORG129,isPublished
OBJ157,ORG129,isPublished
CLS119,OBJ158,publish
CLS119,OBJ159,publish
DOC323,ORG046,isCited
ORG017,ORG046,contain
CLS106,ORG046,isPublished
ORG046,ORG502,isPublished
ORG046,DOC177,relevant
DOC325,ORG046,isPublished
CONC015,OBJ160,relevant
STATE021,OBJ160,contain
STATE022,CONC128,relevant
CONC006,ACT228,relevant
STATE023,OBJ161,relevant
STATE024,OBJ161,relevant
STATE025,OBJ161,relevant
EXP_DEF051,ACT228,relevant
ACT113,ACT228,contain
DOC327,ACT228,publish
ACT072,ACT228,relevant
CONC129,ACT228,relevant
LOC239,ORG046,isPublished
OBJ096,ORG109,isPublished
DOC328,ORG018,isPublished
ORG242,ORG241,contain
DOC329,ORG046,isPublished
LOC240,ORG046,isPublished
DOC330,ORG017,isPublished
ORG244,ORG243,relevant
ORG114,ORG019,contain
